team,rate,asi,dwi
Ambazonia,-0.0978609477823654,0.117290862106864,1.176143491983042
Western Isles,-0.0860337592813253,0.998247502099358,1.8339726859917105
Galicia,0.0741490388864744,1.2393747640754171,1.3570171438373222
Kosovo,0.3418530243171034,1.5760209801581844,0.858472660958866
Republic of St. Pauli,-0.0113924728813488,0.8929486165845226,0.2562477527349102
Găgăuzia,-0.0645105377703154,0.0995121241788894,0.8131253495960734
Crimea,0.037537159054427,0.5513162649146712,0.6752722333379193
Sápmi,-0.050210716653698,1.6482064809296553,2.0257262244557634
Romani people,-0.0427913921065043,1.0438773401634265,1.709447434818772
Menorca,0.0861329995665136,1.6702450467021432,1.0657868334009717
Iraqi Kurdistan,0.1697092149780779,2.059589559603,0.7293789462175306
Provence,-0.1331842292496632,2.465971506813836,2.4089498597224805
Padania,0.3280747104688289,2.3652946043276377,0.7456132290029477
Arameans Suryoye,0.0324239488481669,0.7503599454992823,0.8495903373002098
Gozo,-0.0434221099144302,1.4711110072701772,1.0449649496267213
Two Sicilies,-0.0685677095771823,0.2433450252924539,0.8995918753133086
Saint Barthélemy,-0.0721231741137236,1.4612389716473482,1.7430469836910245
Saint Pierre and Miquelon,-0.1560119290675607,0.0918831358183041,4.7111295430927305
Bonaire,-0.4405463298433382,1.0313382040921366,2.081524469374552
Chagos Islands,-0.1683065214387424,1.4068039181552332,4.4421384612931565
Raetia,-0.1980277113985771,2.0810633480272447,3.0601311547159487
Cilento,0.0,0.0,0.0
Western Sahara,0.002975213526189,0.7682558596075288,0.8758164175064
Darfur,-0.1364878691810194,0.0711688624247786,7.134981849858348
Tamil Eelam,-0.0267918182090478,1.8971331886307696,2.002246972979703
South Sudan,-0.4592322807589992,0.4989396153760591,1.7611315916866226
Abkhazia,0.1793644067715398,1.6607002807402136,0.7666305323903284
Artsakh,0.0466702448606033,1.647699452517771,1.0202854781499353
Madrid,0.0,0.0,0.0
Saugeais,0.0,0.0,0.0
Ellan Vannin,0.131833466616733,2.027356978998668,1.224406891042977
Somaliland,-0.0024669604186055,1.0502625000241534,1.04214140515509
Franconia,-0.0077202900430309,0.2941529662075877,0.8665179257404974
South Ossetia,-0.0081721528185671,1.1030833300158651,1.256680171809327
County of Nice,0.1329406084011057,1.5344002394916214,0.6262433488428859
Seborga,0.0,0.0,0.0
Székely Land,-0.0899737409877894,1.691695242151891,2.073719754232191
Luhansk PR,-0.0515933575486197,0.4558887141252426,0.8549519180997933
Donetsk PR,-0.0212543607506514,0.5746105988722734,0.5359345445159724
Felvidék,-0.0165877359784145,0.6601294923378835,1.0726787550170072
Panjab,0.0365643383598007,2.2927445424654143,1.4539812479127616
Western Armenia,-0.0038525149525322,1.5730817476073655,0.986202293342682
United Koreans in Japan,0.0032192774970919,1.2335197753993443,0.5079553930359508
Kárpátalja,0.1033852144850757,1.7747495396027737,0.8156946061343409
Délvidék,0.0222285979475625,0.273831986485879,0.106396230831102
Barawa,-0.1062504254788244,0.7861349431084208,2.7630028115510057
Ryūkyū,0.0,0.0,0.0
Yorkshire,0.0712720826156437,2.058041713332302,0.9389374330918918
Surrey,0.0,0.0,0.0
Cascadia,0.0275885287368644,1.3702535902014046,0.7948943552897029
Matabeleland,0.0258838789503039,0.4824607951938419,0.7020502263469011
Kabylia,-0.0270956645537125,0.6222560316514684,0.9375131335082376
Parishes of Jersey,0.0026684923155812,0.211949342701911,0.1776765610591598
Chameria,0.0023500376768913,0.8163105468461588,0.5128596053563008
Saint Helena,-0.140084237460616,0.2050724728742327,2.4604490314708265
Yoruba Nation,2.697026102826683e-05,0.108623240256103,0.1180105831196632
Biafra,0.0007455755279148,0.1224452148850123,0.1019567198212754
Mapuche,-0.025,0.0,0.125
Maule Sur,0.025,0.125,0.0
Aymara,-0.0257193592082999,0.1222940864062881,0.375
Elba Island,0.0,0.0,0.0
West Papua,0.0,0.0,0.0
Ticino,-0.0314555482201118,0.073632998454952,0.798095382108653
Hmong,-0.0087116143539049,0.3732395233361371,0.6953093338884588
Marshall Islands,-0.0441995757760864,0.0,0.4340672007487683
